Agency_Agriculture,Agency_Commerce,Agency_Defense,Agency_Education,Agency_Energy,Agency_Environmental Protection Agency,Agency_Health & Human Services,Agency_Interior,Agency_NASA,Agency_National Science Foundation,Agency_Nuclear Regulatory Commission,Agency_Transportation,FUNDING,F1) Primary Investment Objective_Education Research and Development,F1) Primary Investment Objective_Engagement,F1) Primary Investment Objective_Institutional Capacity,F1) Primary Investment Objective_Learning,F1) Primary Investment Objective_Post-Secondary STEM Degrees,F1) Primary Investment Objective_Pre and In Service Educator/Education Leader Performance,F1) Primary Investment Objective_STEM Career,F2) Secondary Investment Objectives_Engagement,F2) Secondary Investment Objectives_Institutional Capacity,F2) Secondary Investment Objectives_Learning,F2) Secondary Investment Objectives_Post-Secondary STEM Degrees,F2) Secondary Investment Objectives_Pre and In Service Educator/Education Leader Performance,F2) Secondary Investment Objectives_STEM Careers,F2) Secondary Investment Objectives_STEM System Reform,H) Educational Services or Products Produced_Competition,H) Educational Services or Products Produced_Direct classroom instruction to students,H) Educational Services or Products Produced_Education research to improve STEM teaching and learning,H) Educational Services or Products Produced_Engagement in authentic STEM experience (including research),H) Educational Services or Products Produced_Fellowship or scholarships (for educators or students),H) Educational Services or Products Produced_Infrastructure support,H) Educational Services or Products Produced_Instructional material development,H) Educational Services or Products Produced_Internship (short-term STEM employment),"H) Educational Services or Products Produced_Online education resource sites (e.g., online digital libraries)",H) Educational Services or Products Produced_Recognition awards,J) Focus on Underrepresented Groups in STEM_No,J) Focus on Underrepresented Groups in STEM_Yes,K) Eligibility Restrictions_No,K) Eligibility Restrictions_Yes,Mission-specific or General STEM_Agency Mission Workforce,Mission-specific or General STEM_General STEM,N) STEM Discipline Focus_Engineering (no specific subject or field required),N) STEM Discipline Focus_Mathematics or statistics,N) STEM Discipline Focus_Other,N) STEM Discipline Focus_STEM (no specific subject or field required),N) STEM Discipline Focus_Science (no specific subject or field required),N) STEM Discipline Focus_Science - Agricultural science,N) STEM Discipline Focus_Science - Biological science,N) STEM Discipline Focus_Science - Computer science,"N) STEM Discipline Focus_Science - Earth, atmospheric, ocean, or planetary science","N) STEM Discipline Focus_Science - Physical sciences (including physics, chemistry, astronomy, materials science)",Period,Q) Legislation Required to Shift Focus?_Don't know,Q) Legislation Required to Shift Focus?_No,Q) Legislation Required to Shift Focus?_Yes,Subagency_ARMD,Subagency_Center GRC,Subagency_Center GSFC,Subagency_Center JPL,Subagency_Center JSC,Subagency_Center LaRC,Subagency_Center MSFC,Subagency_Directorate for Biological Sciences (BIO),Subagency_Directorate for Computer & Information Science & Engineering (CISE),Subagency_Directorate for Education and Human Resources (EHR),Subagency_Directorate for Engineering (ENG),Subagency_Directorate for Geosciences (GEO),Subagency_Directorate for Math and Physical Sciences (MPS),Subagency_ESMD,Subagency_Education Office,Subagency_Federal Aviation Administration,Subagency_Federal Highway Administration,Subagency_Institute of Education Sciences (IES),Subagency_NIFA,Subagency_NIH Intramural - Office of Clinical Research Training and Medical Education,Subagency_NIST,Subagency_NOAA,Subagency_National Cancer Institute (NCI),Subagency_National Center for Environmental Research (NCER),Subagency_National Center for Research Resources (NCRR),"Subagency_National Heart, Lung, and Blood Institute (NHLBI)",Subagency_National Institute of Allergy and Infectious Diseases (NIAID),Subagency_National Institute of Child Health & Human Development (NICHD),Subagency_National Institute of Environmental Health Sciences (NIEHS),Subagency_National Institute of General Medical Sciences (NIGMS),Subagency_National Institute of Neurological Disorders and Stroke (NINDS),Subagency_National Institute on Drug Abuse (NIDA),Subagency_National Institutes of Health (NIH),Subagency_National Library of Medicine (NLM),Subagency_National Security Agency,Subagency_Office Research and Development (ORD),Subagency_Office of Economic Impact and Diversity,Subagency_Office of Elementary and Secondary Education (OESE),"Subagency_Office of Energy Efficiency and Renewable Energy, Building Technologies","Subagency_Office of Energy Efficiency and Renewable Energy, Solar","Subagency_Office of Energy Efficiency and Renewable Energy, Vehicle Technologies","Subagency_Office of Energy Efficiency and Renewable Energy, Wind",Subagency_Office of Environmental Education,Subagency_Office of Fossil Energy,Subagency_Office of Human Resources,Subagency_Office of Innovation and Improvement (OII),Subagency_Office of International Science and Engineering (OISE),Subagency_Office of Intramural Training and Education,Subagency_Office of Nuclear Energy (NE),Subagency_Office of Polar Programs (OPP),Subagency_Office of Postsecondary Education (OPE),Subagency_Office of Science Education (OSE),"Subagency_Office of Science, Office of Fusion Energy Sciences","Subagency_Office of Science, Office of Workforce Development for Teachers and Scientists",Subagency_Research and Innovative Technology Administration,Subagency_S&T Office of University Programs,Subagency_SMOD,Subagency_Science Mission Directorate (SMD),Subagency_Small Business and Civil Rights Office,Subagency_USGS,U) Measured Outputs_Number institutions of higher education served,U) Measured Outputs_Number of K-12 schools served,U) Measured Outputs_Number of degrees awarded,U) Measured Outputs_Number of degrees or certificates earned,U) Measured Outputs_Number of educators served,U) Measured Outputs_Number of learners (any age) served,U) Measured Outputs_Number of materials distributed or downloaded from websites,U) Measured Outputs_Other,V) Outcomes Measured_Educator improvement and performance in STEM education instruction,V) Outcomes Measured_Learner educational attainment,V) Outcomes Measured_Learner performance,V) Outcomes Measured_NONE,V) Outcomes Measured_Number of participants employed by your agency,V) Outcomes Measured_Number of participants employed in STEM fields,V) Outcomes Measured_Number or percent of institutions with expanded institutional capacity for STEM education,V) Outcomes Measured_Number or percent of learners who pursue coursework in STEM fields,V) Outcomes Measured_Number or percent of learners who took a job in a STEM field,V) Outcomes Measured_Number or percent of research projects funded to enhance the quality of STEM education programs,V) Outcomes Measured_Other,V) Outcomes Measured_none,Target
0,0,0,0,0,0,0,0,0,1,0,0,5.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,4.57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,96.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,64.76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,54.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,5.09,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,51.46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,37.28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
